movie_name,genre,rating,vote_count,duration
S.T.A.L.K.E.R.: Shadow of the Zone,thriller,4.8,686.0,01:11:00
Room 0,thriller,3.1,222.0,01:42:00
Hijack 1971,thriller,6.8,3600.0,01:40:00
Bosco,thriller,5.5,4000.0,01:39:00
Operation Valentine,thriller,5.3,1800.0,02:13:00
I Am Kathalan,thriller,6.7,1400.0,01:55:00
Joe Baby,thriller,4.4,123.0,01:26:00
Peter Five Eight,thriller,3.5,1100.0,01:40:00
Wanted Man,thriller,4.8,2700.0,01:25:00
Air Force One Down,thriller,4.4,3000.0,01:24:00
KA,thriller,7.0,1700.0,02:31:00
Sorgavaasal,thriller,6.6,1500.0,02:18:00
Cold Wallet,thriller,5.1,727.0,01:33:00
American Star,thriller,5.5,2600.0,01:47:00
Don't Mess with Grandma,thriller,5.5,322.0,01:21:00
Abraham Ozler,thriller,6.6,4700.0,02:23:00
Stranger in the Woods,thriller,3.5,1400.0,01:22:00
Mom,thriller,5.2,242.0,01:35:00
The Paradise of Thorns,thriller,7.6,1500.0,02:11:00
Nahir,thriller,4.7,1200.0,02:02:00
Never Have I Ever,thriller,6.0,26.0,01:37:00
Escape,thriller,5.7,1200.0,02:09:00
Strangers,thriller,4.3,427.0,01:46:00
Pacific Fear,thriller,3.6,348.0,01:25:00
Guilty Pleasure,thriller,4.7,184.0,01:59:00
The Plot,thriller,4.8,453.0,01:40:00
Somebody,thriller,6.5,111.0,01:52:00
Paranoia,thriller,4.1,418.0,01:35:00
Poison Sangga: The Homewrecker's Curse,thriller,6.7,416.0,01:58:00
The Hangman,thriller,3.3,1100.0,01:32:00
Bystanders,thriller,4.0,449.0,01:22:00
Gumasthan,thriller,5.9,572.0,02:25:00
The Kingdom,thriller,7.0,163.0,02:13:00
Run Baby Run,thriller,4.5,46.0,01:38:00
Sakaratul Maut,thriller,5.4,197.0,01:47:00
The Neighbor,thriller,5.0,78.0,00:52:00
Ferry 2,thriller,5.6,4000.0,01:34:00
Crakk: Jeetega... Toh Jiyegaa,thriller,4.7,6500.0,02:34:00
Curse of the Seven Oceans,thriller,5.6,562.0,01:34:00
Adopted,thriller,4.2,272.0,01:23:00
Goldilocks and the Three Bears: Death and Porridge,thriller,2.2,2200.0,01:22:00
A Strange House,thriller,5.2,417.0,01:50:00
Baki Hanma VS Kengan Ashura,thriller,5.7,2100.0,01:02:00
The Silent Planet,thriller,4.8,321.0,01:35:00
Belle,thriller,5.5,204.0,01:40:00
Una storia nera,thriller,5.8,171.0,01:40:00
September Babies,thriller,4.9,340.0,01:34:00
